sender,receiver,layer,mode,selected_tokens,selected_ratio,candidate_mass,gold_topk_recall,oracle_out_mse,oracle_out_cosine,selective_recompute_mse,selective_recompute_cosine
qwen_sender,llama32_1b,0,attn_topk,26.8255615234375,0.05239367485046387,0.14656808972358704,0.21244049072265625,0.0019661188416648656,0.31727349758148193,0.0019731746579054743,0.41649264842271805
qwen_sender,llama32_1b,0,attn_topk_recv_block,193.3203125,0.3775787353515625,0.819866418838501,0.837554931640625,0.00011443955554568674,0.855516791343689,0.0001214953044836875,0.9547359570860863
qwen_sender,llama32_1b,0,block_saliency,45.22900390625,0.08833789825439453,0.04699769616127014,0.04395294189453125,0.00043846450353157707,0.47914206981658936,0.00047747940334375016,0.7695196270942688
qwen_sender,llama32_1b,0,block_saliency_recv_block,205.78125,0.40191650390625,0.27897125482559204,0.22238922119140625,0.00027098409191239625,0.5693444013595581,0.0002642676408868283,0.8304339498281479
qwen_sender,llama32_1b,0,global_important,22.29296875,0.04354095458984375,0.13321661949157715,0.3017425537109375,0.0003011825210705865,0.7938465476036072,0.0003082382718275767,0.8930657207965851
qwen_sender,llama32_1b,0,global_important_recv_block,54.875,0.107177734375,0.4315524399280548,0.544097900390625,0.00014939076390874106,0.8337107300758362,0.00015644651830371004,0.9329299330711365
qwen_sender,llama32_1b,0,k_saliency,26.36572265625,0.05149555206298828,0.05505725368857384,0.0518646240234375,0.003196984063833952,0.24274258315563202,0.003210520517313853,0.3427233174443245
qwen_sender,llama32_1b,0,k_saliency_recv_block,342.96875,0.66986083984375,0.8212234377861023,0.8479537963867188,0.0001130281962105073,0.8556969165802002,0.00012008394242002396,0.9549161270260811
qwen_sender,llama32_1b,0,union,97.8248291015625,0.19106411933898926,0.2687893509864807,0.42755889892578125,0.0004229011647112202,0.7026301622390747,0.00042995691546821035,0.801849327981472
qwen_sender,llama32_1b,0,union_recv_block,379.4765625,0.7411651611328125,0.8533825874328613,0.85693359375,0.00010904592181759654,0.8573100566864014,0.00011610167712206021,0.9565292522311211
qwen_sender,llama32_1b,4,attn_topk,28.7115478515625,0.05607724189758301,0.16121691465377808,0.24433135986328125,0.013879030710086226,0.5944561958312988,0.013139402493834496,0.7124473005533218
qwen_sender,llama32_1b,4,attn_topk_recv_block,210.6953125,0.4115142822265625,0.8514808416366577,0.8519821166992188,0.0013201660622144118,0.856971800327301,0.0005805378605145961,0.9749629572033882
qwen_sender,llama32_1b,4,block_saliency,44.907470703125,0.08770990371704102,0.0998619794845581,0.1528778076171875,0.007198066799901426,0.5395478010177612,0.006738568830769509,0.7709619626402855
qwen_sender,llama32_1b,4,block_saliency_recv_block,164.625,0.321533203125,0.4393485486507416,0.4962158203125,0.004061503510456532,0.6826835870742798,0.003516340657370165,0.885486014187336
qwen_sender,llama32_1b,4,global_important,24.865234375,0.048564910888671875,0.1741432249546051,0.33038330078125,0.008563559269532561,0.668988823890686,0.007823931286111474,0.7869800329208374
qwen_sender,llama32_1b,4,global_important_recv_block,54.875,0.107177734375,0.5112340450286865,0.5602264404296875,0.0025998043129220605,0.7762900590896606,0.0018601761985337362,0.894281230866909
qwen_sender,llama32_1b,4,k_saliency,27.973388671875,0.05463552474975586,0.053740765899419785,0.06976318359375,0.021036750404164195,0.4486517310142517,0.02048511430621147,0.5696219652891159
qwen_sender,llama32_1b,4,k_saliency_recv_block,377.265625,0.736846923828125,0.8542453050613403,0.8534698486328125,0.0013157404027879238,0.8573589324951172,0.0005761122374678962,0.9753500893712044
qwen_sender,llama32_1b,4,union,96.8582763671875,0.18917632102966309,0.3156312108039856,0.49866485595703125,0.006270558398682624,0.7383419275283813,0.005530930415261537,0.8563331142067909
qwen_sender,llama32_1b,4,union_recv_block,379.078125,0.740386962890625,0.8573822379112244,0.8573684692382812,0.0013145440607331693,0.8574212789535522,0.0005749158954131417,0.9754124581813812
qwen_sender,llama32_1b,8,attn_topk,28.434326171875,0.05553579330444336,0.16144025325775146,0.2579193115234375,0.01689696521498263,0.5972995758056641,0.01615372020751238,0.6935903877019882
qwen_sender,llama32_1b,8,attn_topk_recv_block,202.1640625,0.3948516845703125,0.8365297913551331,0.831146240234375,0.002362954372074455,0.8531332015991211,0.001619709175429307,0.9494239538908005
qwen_sender,llama32_1b,8,block_saliency,44.693115234375,0.08729124069213867,0.1202332079410553,0.1867523193359375,0.017584248445928097,0.5420066714286804,0.015981472097337246,0.6928712204098701
qwen_sender,llama32_1b,8,block_saliency_recv_block,157.765625,0.308135986328125,0.6008297204971313,0.5952377319335938,0.004939356178510934,0.7548863887786865,0.0033953384263440967,0.9030569270253181
qwen_sender,llama32_1b,8,global_important,24.865234375,0.048564910888671875,0.1311694085597992,0.210784912109375,0.01751684700138867,0.5294090509414673,0.016773601295426488,0.6256998851895332
qwen_sender,llama32_1b,8,global_important_recv_block,164.625,0.321533203125,0.6868656873703003,0.6696701049804688,0.0032730012317188084,0.8267132639884949,0.002529756136937067,0.9230040609836578
qwen_sender,llama32_1b,8,k_saliency,27.65185546875,0.054007530212402344,0.0695677250623703,0.11507415771484375,0.022531408118084073,0.4823620319366455,0.021833570208400488,0.5847378075122833
qwen_sender,llama32_1b,8,k_saliency_recv_block,342.96875,0.66986083984375,0.8152523040771484,0.8112945556640625,0.0024337654176633805,0.8519983887672424,0.0016905202937778085,0.948289155960083
qwen_sender,llama32_1b,8,union,84.818115234375,0.16566038131713867,0.2772565484046936,0.41845703125,0.011878606746904552,0.6876367330551147,0.011135361506603658,0.7839274778962135
qwen_sender,llama32_1b,8,union_recv_block,365.9140625,0.7146759033203125,0.8538262844085693,0.8541107177734375,0.0022467012458946556,0.8569530248641968,0.001503456151112914,0.9532437399029732
qwen_sender,llama32_1b,12,attn_topk,28.67041015625,0.05599689483642578,0.15648867189884186,0.26490020751953125,0.018884351709857583,0.602546215057373,0.018123317509889603,0.6955515816807747
qwen_sender,llama32_1b,12,attn_topk_recv_block,197.890625,0.386505126953125,0.8318772912025452,0.835693359375,0.002487536577973515,0.8541414737701416,0.0017265023343497887,0.9471468925476074
qwen_sender,llama32_1b,12,block_saliency,44.264404296875,0.08645391464233398,0.12697254121303558,0.230224609375,0.016434088116511703,0.6221672296524048,0.015556955244392157,0.74077457934618
qwen_sender,llama32_1b,12,block_saliency_recv_block,150.90625,0.29473876953125,0.6274251341819763,0.624725341796875,0.003889842628268525,0.7885881662368774,0.0029377103492151946,0.9065940007567406
qwen_sender,llama32_1b,12,global_important,30.009765625,0.058612823486328125,0.13429176807403564,0.25984954833984375,0.018199376296252012,0.6013630628585815,0.0174383413977921,0.6943684369325638
qwen_sender,llama32_1b,12,global_important_recv_block,164.625,0.321533203125,0.7122153043746948,0.7254409790039062,0.002820031630108133,0.8401967883110046,0.0020589974301401526,0.9332021549344063
qwen_sender,llama32_1b,12,k_saliency,29.473876953125,0.057566165924072266,0.05253586173057556,0.07970428466796875,0.029355691745877266,0.4907958209514618,0.028723614988848567,0.5887004137039185
qwen_sender,llama32_1b,12,k_saliency_recv_block,363.546875,0.710052490234375,0.8363246917724609,0.8364181518554688,0.0024392943596467376,0.8557772040367126,0.0016782602324383333,0.9487826153635979
qwen_sender,llama32_1b,12,union,95.3436279296875,0.1862180233001709,0.28652626276016235,0.474822998046875,0.012645184877328575,0.6937916874885559,0.011884149862453341,0.7867970988154411
qwen_sender,llama32_1b,12,union_recv_block,375.5859375,0.7335662841796875,0.8563671708106995,0.8570327758789062,0.002353063609916717,0.8573859930038452,0.001592029249877669,0.9503914192318916
qwen_sender,llama32_1b,15,attn_topk,29.3841552734375,0.05739092826843262,0.147859126329422,0.253509521484375,0.06732473149895668,0.6163411140441895,0.06380621064454317,0.7167754918336868
qwen_sender,llama32_1b,15,attn_topk_recv_block,202.9921875,0.3964691162109375,0.8406498432159424,0.8361358642578125,0.006999499804805964,0.853939414024353,0.003480977611616254,0.9543737918138504
qwen_sender,llama32_1b,15,block_saliency,47.051025390625,0.09189653396606445,0.08771475404500961,0.11774444580078125,0.05040750512853265,0.5669679641723633,0.04639167385175824,0.756155900657177
qwen_sender,llama32_1b,15,block_saliency_recv_block,144.046875,0.281341552734375,0.4902973473072052,0.4649810791015625,0.02496167062781751,0.6987299919128418,0.0218451670370996,0.8636839836835861
qwen_sender,llama32_1b,15,global_important,31.724609375,0.061962127685546875,0.10047957301139832,0.1663665771484375,0.054461563006043434,0.631076455116272,0.051019209902733564,0.7316183894872665
qwen_sender,llama32_1b,15,global_important_recv_block,274.375,0.535888671875,0.829195499420166,0.8117446899414062,0.006930839561391622,0.8532499074935913,0.003412317862967029,0.9536842778325081
qwen_sender,llama32_1b,15,k_saliency,31.617431640625,0.0617527961730957,0.05057069659233093,0.06235504150390625,0.09536835923790932,0.4628494381904602,0.09230455383658409,0.5741895213723183
qwen_sender,llama32_1b,15,k_saliency_recv_block,342.96875,0.66986083984375,0.7587482929229736,0.76568603515625,0.014630332472734153,0.8202289342880249,0.011369142448529601,0.9237658679485321
qwen_sender,llama32_1b,15,union,102.527587890625,0.20024919509887695,0.26225546002388,0.39931488037109375,0.040832141414284706,0.7604110240936279,0.03731362195685506,0.8608454391360283
qwen_sender,llama32_1b,15,union_recv_block,360.5546875,0.7042083740234375,0.8551358580589294,0.8542709350585938,0.006709771580062807,0.8572236895561218,0.003191249765222892,0.9576580077409744
